name,iata,icao,lat,lon,ico,alt
"Sliac Airport",SLD,LZSL,48.637829,19.1341,SK,1043
"Sligo Airport",SXL,EISG,54.280209,-8.5992,IE,11
"Smithers Airport",YYD,CYYD,54.824718,-127.181999,CA,1712
"Smyrna Airport",MQY,KMQY,36.0,-86.519997,US,543
"Snyder Winston Field Airport",SNK,KSNK,32.690289,-100.948814,US,2424
"Sochi International Airport",AER,URSS,43.449921,39.956581,RU,89
"Socotra Airport",SCT,OYSQ,12.63067,53.905769,YE,146
"Sofia Airport",SOF,LBSF,42.69519,23.40616,BG,1742
"Sogndal Airport",SOG,ENSG,61.156109,7.136614,NO,1634
"Sohag International Airport",HMB,HEMK,26.339918,31.73933,EG,859
"Sohar Airport",OHS,OOSH,24.391844,56.622639,OM,144
"Soldotna Airport",SXQ,PASX,60.474918,-151.034775,US,101
"Solomon Airport",SLJ,YSOL,-22.253553,117.848686,AU,2028
"Somerset Lake Cumberland Regional Airport",SME,KSME,37.0532,-84.616112,US,929
"Sonderborg Airport",SGD,EKSB,54.964359,9.791731,DK,24
"Songea",SGX,HTSO,-10.683,35.583,TZ,3445
"Songkhla Airport",SGZ,VTSH,7.18656,100.608002,TH,12
"Songpan Jiuzhai Huanglong Airport",JZH,ZUJZ,32.856667,103.68306,CN,11311
"Songwe Airport",MBI,HTGW,-8.922018,33.274021,TZ,5623
"Sorkjosen Airport",SOJ,ENSR,69.786827,20.95944,NO,16
"Sorocaba Airport",SOD,SDCO,-23.478001,-47.490002,BR,2077
"Sorong Dominique Edward Osok Airport",SOQ,WASS,-0.894167,131.288895,ID,10
"Sorriso Airport",SMT,SBSO,-12.479939,-55.674873,BR,1266
"South Bend Airport",SBN,KSBN,41.706268,-86.316742,US,775
"South Bimini Airport",BIM,MYBS,25.699881,-79.264603,BS,10
"South Caicos Airport",XSC,MBSC,21.51573,-71.528503,TC,9
"South Lake Tahoe Airport",TVL,KTVL,38.894169,-119.994446,US,6264
"Southampton Airport",SOU,EGHI,50.95026,-1.3568,GB,44
"Southern Pines Moore County Airport",SOP,KSOP,35.23761,-79.388794,US,438
"Southport Airport",SHQ,YSPT,-27.915001,153.373001,AU,2
"Southwest Florida International Airport",RSW,KRSW,26.53616,-81.755096,US,30
"Sovetskaya Gavan May-Gatka Airport",GVN,UHKM,48.925301,140.036697,RU,772
"Sovetsky Airport",OVS,USHS,61.32,63.604401,RU,351
"Soyo Airport",SZA,FNSO,-6.14108,12.37176,AO,15
"Spangdahlem Air Base",SPM,ETAD,49.976028,6.697822,DE,1172
"Spartanburg Downtown Memorial Airport",SPA,KSPA,34.916687,-81.95549,US,798
"Spearfish Black Hills Airport",SPF,KSPF,44.480278,-103.783058,US,3931
"Spencer Municipal Airport",SPW,KSPW,43.163891,-95.200836,US,1339
"Speyer Airport",QCS,EDRY,49.303154,8.452496,DE,310
"Spirit of St. Louis Airport",SUS,KSUS,38.66,-90.650002,US,463
"Split Airport",SPU,LDSP,43.53894,16.29796,HR,79
"Spokane Felts Field",SFF,KSFF,47.682812,-117.321999,US,1957
"Spokane International Airport",GEG,KGEG,47.619862,-117.532997,US,2385
"Spring Point Airport",AXP,MYAP,22.44182,-73.970802,BS,11
"Springdale Municipal Airport",SPZ,KASG,36.176388,-94.119164,US,1353
"Springfield Abraham Lincoln Capital Airport",SPI,KSPI,39.844101,-89.677803,US,597
"Springfield Beckley Municipal Airport",SGH,KSGH,39.840279,-83.840279,US,1052
"Springfield Branson National Airport",SGF,KSGF,37.245659,-93.388603,US,1268
"Springfield Westover Metropolitan Airport",CEF,KCEF,42.194012,-72.534698,US,241
"Srednekolymsk Airport",SEK,UESK,67.479218,153.735001,RU,54
"Srinagar Airport",SXR,VISR,33.987129,74.774246,IN,5429
"St George Airport",SGO,YSGE,-28.053333,148.593887,AU,656
"St-Yan Airport",SYT,LFLN,46.412498,4.01326,FR,796
"St. Anthony Airport",YAY,CYAY,51.391941,-56.083,CA,108
"St. Athan Airport",DGX,EGSY,51.404106,-3.439235,GB,163
"St. Augustine Northeast Florida Regional Airport",UST,KSGJ,29.959324,-81.337852,US,5
"St. Catharines Niagara District Airport",YCM,CYSN,43.1917,-79.1717,CA,321
"St. Cloud Regional Airport",STC,KSTC,45.546665,-94.059998,US,1031
"St. Croix Henry E. Rohlsen Airport",STX,TISX,17.70155,-64.801697,VI,74
"St. Gallen Altenrhein Airport",ACH,LSZR,47.485031,9.560775,CH,1306
"St. George Island Airport",STG,PAPB,56.575466,-169.664078,US,108
"St. George Regional Airport",SGU,KSGU,37.029999,-113.510002,US,2884
"St. Jean Gustaf III Airport",SBH,TFFJ,17.90444,-62.843601,BL,49
"St. John's International Airport",YYT,CYYT,47.61861,-52.7519,CA,461
"St. Louis Downtown Airport",CPS,KCPS,38.573383,-90.146217,US,409
"St. Louis Lambert International Airport",STL,KSTL,38.748692,-90.370003,US,618
"St. Mary's Airport",KSM,PASM,62.060001,-163.300003,US,312
"St. Michael Airport",SMK,PAMK,63.490002,-162.110275,US,98
"St. Moritz Samedan Airport",SMV,LSZS,46.534069,9.884106,CH,5600
"St. Paul Downtown Airport",STP,KSTP,44.933334,-93.066666,US,705
"St. Paul Island Airport",SNP,PASN,57.167332,-170.220001,US,66
"St. Petersburg Albert Whitted Airport",SPG,KSPG,27.76511,-82.6269,US,7
"St. Petersburg Clearwater International Airport",PIE,KPIE,27.91,-82.687401,US,11
"St. Petersburg Pulkovo Airport",LED,ULLI,59.800289,30.262501,RU,78
"St. Theresa Point Airport",YST,CYST,53.84,-94.849998,CA,773
"St. Thomas Cyril E. King Airport",STT,TIST,18.337299,-64.973297,VI,23
"Stadtlohn Vreden Airport",QEV,EDLS,51.995277,6.843333,DE,157
"Staniel Cay Airport",TYM,MYES,24.1691,-76.439102,BS,5
"Stanley Airport",PSY,SFAL,-51.685699,-57.777599,FK,75
"State College University Park Airport",SCE,KUNV,40.84927,-77.848602,US,1239
"Statesboro Bulloch County Airport",TBR,KTBR,32.4827,-81.7369,US,187
"Statesville Regional Airport",SVH,KSVH,35.765121,-80.951424,US,963
"Stauning Airport",STA,EKVJ,55.99012,8.353906,DK,17
"Staunton Shenandoah Valley Regional Airport",SHD,KSHD,38.263889,-78.896667,US,1201
"Stavanger Sola Airport",SVG,ENZV,58.87677,5.637856,NO,29
"Stavropol Shpakovskoye Airport",STW,URMT,45.109161,42.11277,RU,1486
"Steamboat Springs Airport",SBS,KSBS,40.516666,-106.862503,US,6878
"Stebbins Airport",WBB,KWBB,63.515984,-162.27803,US,26
"Stella Maris Airport",SML,MYLS,23.58144,-75.270401,BS,10
"Stendal Borstel Airport",QCJ,EDOV,52.629208,11.820399,DE,184
"Stephenville Clark Regional Airport",SEP,KSEP,32.21574,-98.177963,US,1306
"Stephenville International Airport",YJT,CYJT,48.544159,-58.5499,CA,80
"Sterling Whiteside County Airport",SQI,KSQI,41.740002,-89.680832,US,647
"Stevens Point Municipal Airport",STE,KSTE,44.545277,-89.53083,US,1110
"Stillwater Regional Airport",SWO,KSWO,36.15889,-97.085556,US,986
"Stockholm Arlanda Airport",ARN,ESSA,59.653545,17.939816,SE,137
"Stockholm Bromma Airport",BMA,ESSB,59.35437,17.94165,SE,47
"Stockholm Skavsta Airport",NYO,ESKN,58.788631,16.91218,SE,140
"Stockholm Vasteras Hasslo Airport",VST,ESOW,59.589439,16.63361,SE,21
"Stockton Metropolitan Airport",SCK,KSCK,37.894161,-121.237999,US,33
"Stokmarknes Skagen Airport",SKN,ENSK,68.580833,15.02611,NO,11
"Stony Rapids Airport",YSF,CYSF,59.25,-105.841003,CA,805
"Stord Sorstokken Airport",SRP,ENSO,59.79192,5.34085,NO,160
"Stornoway Airport",SYY,EGPO,58.215549,-6.33111,GB,26
"Strahan Airport",SRN,YSRN,-42.154999,145.292007,AU,20
"Stralsund Barth Airport",BBH,EDBH,54.338089,12.714172,DE,23
"Strasbourg Airport",SXB,LFST,48.538326,7.628381,FR,494
"Stratford Sikorsky Memorial Airport",BDR,KBDR,41.163471,-73.126099,US,9
"Straubing Wallmuehle Airport",RBM,EDMS,48.900833,12.516667,DE,1047
"Strausberg Airport",QES,EDAY,52.580013,13.915923,DE,260
"Strezhevoy Airport",SWT,UNSS,60.7094,77.660004,RU,164
"Stronsay Airport",SOY,EGER,59.154053,-2.640495,GB,39
"Stuart Witham Field Airport",SUA,KSUA,27.182892,-80.22168,US,12
"Sturgeon Bay Door County Cherryland Airport",SUE,KSUE,44.843887,-87.421387,US,724
"Stuttgart Airport",STR,EDDS,48.689869,9.221964,DE,1276
"Stuttgart Municipal Airport",SGT,KSGT,34.5,-91.533333,US,224
"Suai Airport",UAI,WPDB,-9.30331,125.287003,TL,96
"Subic Bay International Airport",SFS,RPLB,14.79416,120.270836,PH,64
"Suceava International Airport",SCV,LRSV,47.6875,26.35405,RO,1375
"Sucre Alcantari International Airport",SRE,SLAL,-19.246836,-65.149612,BO,10210
"Sudbury Airport",YSB,CYSB,46.625,-80.798798,CA,1141
"Sugar Land Regional Airport",SGR,KSGR,29.611597,-95.647827,US,75
"Sukhothai Airport",THS,VTPO,17.223057,99.82222,TH,177
"Sukkur Airport",SKZ,OPSK,27.721979,68.791679,PK,196
"Sulaimaniyah International Airport",ISU,ORSU,35.560799,45.314716,IQ,2492
"Sullivan County Airport",SIV,KSIV,39.11425,-87.448326,US,539
"Sulphur Springs Airport",SLR,KSLR,33.160034,-95.621101,US,477
"Sumbawa Besar Airport",SWQ,WADS,-8.489621,117.41217,ID,30
"Sumburgh Airport",LSI,EGPB,59.87888,-1.29555,GB,20
"Sumenep Trunojoyo Airport",SUP,WART,-7.0242,113.890228,ID,10
"Summer Beaver Airport",SUR,CJV7,52.715279,-88.547501,CA,832
"Sumter Airport",SUM,KSMS,33.993317,-80.361992,US,179
"Sun City Pilanesberg International Airport",NTY,FAPN,-25.333799,27.173349,ZA,3412
"Sundsvall Timra Airport",SDL,ESNN,62.528118,17.44392,SE,16
"Sunshine Coast Airport",MCY,YBSU,-26.6033,153.091095,AU,15
"Suntar Airport",SUY,UENS,62.184723,117.636108,RU,450
"Superior Richard I Bong Airport",SUW,KSUW,46.691113,-92.103333,US,674
"Surabaya Juanda International Airport",SUB,WARR,-7.37983,112.786797,ID,9
"Surakarta Adisumarmo International Airport",SOC,WAHQ,-7.51608,110.756798,ID,421
"Surat Airport",STV,VASU,21.114059,72.741791,IN,16
"Surat Thani Airport",URT,VTSB,9.132603,99.135582,TH,20
"Surgut International Airport",SGC,USRR,61.343689,73.40184,RU,200
"Surigao Airport",SUG,RPMS,9.760528,125.481812,PH,20
"Surkhet Airport",SKH,VNSK,28.586,81.636002,NP,2400
"Susanville Municipal Airport",SVE,KSVE,40.375557,-120.572777,US,4149
"Sveg Harjedalen Airport",EVG,ESND,62.04781,14.42295,SE,1178
"Svolvaer Helle Airport",SVJ,ENSH,68.243332,14.66916,NO,27
"Swainsboro East Georgia Regional Airport",QTS,KSBO,32.609016,-82.369804,US,321
"Swakopmund Airport",SWP,FASM,-22.661943,14.568677,NA,196
"Swan Hill Airport",SWH,YSWH,-35.375801,143.533005,AU,234
"Swansea Airport",SWS,EGFH,51.605331,-4.06783,GB,299
"Sydney J.A. Douglas McCurdy Airport",YQY,CYQY,46.161381,-60.047699,CA,203
"Sydney Kingsford Smith Airport",SYD,YSSY,-33.946098,151.1772,AU,21
"Syktyvkar Airport",SCW,UUYY,61.647049,50.845051,RU,342
"Sylhet Osmani International Airport",ZYL,VGSY,24.96324,91.866783,BD,50
"Sylt Airport",GWT,EDXW,54.91325,8.340472,DE,51
"Syracuse Hancock International Airport",SYR,KSYR,43.111179,-76.1063,US,421
"Syros Island National Airport",JSY,LGSO,37.423611,24.950001,GR,236
"Szczecin Goleniow Airport",SZZ,EPSC,53.584728,14.9022,PL,154
"Szeged Airport",QEU,LHUD,46.250832,20.089167,HU,262
"Taba International Airport",TCP,HETB,29.58777,34.778049,EG,2415
"Tabarka Ain Draham Airport",TBJ,DTKA,36.98,8.876944,TN,230
"Tabas Airport",TCX,OIMT,33.667801,56.8927,IR,2312
"Tabatinga International Airport",TBT,SBTT,-4.25566,-69.935799,BR,279
"Tabiteuea North Airport",TBF,NGTE,-1.224996,174.776611,KI,23
"Tablas Tugdan Airport",TBH,RPVU,12.31612,122.080559,PH,10
"Tabora Airport",TBO,HTTB,-5.07638,32.833328,TZ,3868
"Tabriz International Airport",TBZ,OITT,38.133881,46.235001,IR,4459
"Tabubil Airport",TBG,AYTB,-5.27861,141.225998,PG,1570
"Tabuk Regional Airport",TUU,OETB,28.36541,36.618881,SA,2551
"Tacheng Airport",TCG,ZWTC,46.666668,83.333336,CN,1929
"Tachilek Airport",THL,VYTL,20.483829,99.935349,MM,1280
"Tacloban Daniel Z. Romualdez Airport",TAC,RPVA,11.22762,125.027702,PH,10
"Tacna International Airport",TCQ,SPTN,-18.053301,-70.275803,PE,1538
"Tacoma Narrows Airport",TIW,KTIW,47.267632,-122.576477,US,292
"Tadoule Lake Airport",XTL,CYBQ,58.707954,-98.513443,CA,882
"Taganrog Yuzhny Airport",TGK,URRT,47.198318,38.849041,RU,91
"Tahuna Naha Airport",NAH,WAMH,3.68321,125.528,ID,16
"Taichung Airport",RMQ,RCMQ,24.26466,120.620499,TW,663
"Taif Airport",TIF,OETF,21.48341,40.544331,SA,4848
"Tainan Airport",TNN,RCNN,22.950359,120.205704,TW,63
"Taipei Songshan Airport",TSA,RCSS,25.069719,121.552498,TW,18
"Taipei Taoyuan International Airport",TPE,RCTP,25.07773,121.232803,TW,106
"Taitung Airport",TTT,RCFN,22.75498,121.101601,TW,143
"Taiyuan Wusu International Airport",TYN,ZBYN,37.746891,112.628403,CN,2575
"Tajima Airport",TJH,RJBT,35.512798,134.787003,JP,584
"Takaka Airport",KTF,NZTK,-40.813301,172.774994,NZ,97
"Takamatsu Airport",TAK,RJOT,34.214161,134.015503,JP,607
"Takaroa Airport",TKX,NTKR,-14.4558,-145.026001,PF,13
"Takoradi Airport",TKD,DGTK,4.896056,-1.77475,GH,21
"Talakan Airport",TLK,UECT,59.876389,111.044441,RU,1329
"Talara International Airport",TYL,SPYL,-4.57663,-81.254097,PE,282
"Taldykorgan Airport",TDK,UAAT,45.109287,78.441322,KZ,1918
"Talkeetna Airport",TKA,PATK,62.321156,-150.093002,US,359
"Talladega Municipal Airport",ASN,KASN,33.57135,-86.052193,US,504
"Tallahassee International Airport",TLH,KTLH,30.396521,-84.350304,US,83
"Tallinn Lennart Meri Airport",TLL,EETN,59.413311,24.83284,EE,131
"Taloyoak Airport",YYH,CYYH,69.546661,-93.576599,CA,92
"Tamale Airport",TML,DGLE,9.557192,-0.86321,GH,553
"Tamanrasset Aguenar Airport",TMR,DAAT,22.81146,5.451075,DZ,4518
"Tamarindo Airport",TNO,MRTM,10.314661,-85.815399,CR,31
"Tambolaka Airport",TMC,WATK,-9.40971,119.2444,ID,161
"Tambor Airport",TMU,MRTR,9.740862,-85.018578,CR,66
"Tambov Donskoye Airport",TBW,UUOT,52.806099,41.4828,RU,413
"Tamchy Issyk-Kul International Airport",IKU,UCFL,42.588055,76.713058,KG,5423
"Tame Gabriel Vargas Santos Airport",TME,SKTM,6.451036,-71.759903,CO,1050
"Tampa Clearwater Air Park Airport",CLW,KCLW,27.9767,-82.758698,US,71
"Tampa Executive Airport",VDF,KVDF,28.010859,-82.342102,US,17
"Tampa International Airport",TPA,KTPA,27.97547,-82.533203,US,26
"Tampa Peter O'Knight Airport",TPF,KTPF,27.915571,-82.446686,US,6
"Tampere Pirkkala Airport",TMP,EFTP,61.415272,23.58777,FI,390
"Tampico International Airport",TAM,MMTM,22.29645,-97.865898,MX,80
"Tamworth Airport",TMW,YSTW,-31.083799,150.846603,AU,1334
"Tan Tan Airport",TTA,GMAT,28.448191,-11.1613,MA,653
"Tanahmerah Airport",TMH,WAKT,-6.1,140.300003,ID,-1
"Tanana Ralph M. Calhoun Memorial Airport",TAL,PATA,65.174393,-152.108994,US,242
"Tanegashima Airport",TNE,RJFG,30.605061,130.991196,JP,768
"Tanga Airport",TGT,HTTG,-5.09235,39.071152,TZ,129
"Tangara da Serra Airport",TGQ,SWTS,-14.662,-57.443501,BR,1460
"Tangier Ibn Battouta Airport",TNG,GMTT,35.72691,-5.91688,MA,62
"Tangshan Sannuhe Airport",TVS,ZBTS,39.718784,117.99791,CN,34
"Tanjung Manis Airport",TGC,WBTM,2.177778,111.201942,MY,15
"Tanjung Pandan Buluh Tumbang Airport",TJQ,WIKD,-2.74572,107.754898,ID,164
"Tanjung Pinang Raja Haji Fisabilillah Airport",TNJ,WIKN,0.922683,104.532303,ID,52
"Tanjung Selor Tanjung Harapan Airport",TJS,WAGD,2.836389,117.373596,ID,10
"Tanna Whitegrass Airport",TAH,NVVW,-19.458445,169.22821,VU,19
"Taos Regional Airport",TSM,KSKX,36.458199,-105.671997,US,7095
"Tapachula International Airport",TAP,MMTP,14.79433,-92.370003,MX,97
"Tarakan Juwata International Airport",TRK,WAQQ,3.326694,117.565498,ID,20
"Tarama Airport",TRA,RORT,24.6539,124.675003,JP,36
"Taranto Grottaglie Airport",TAR,LIBG,40.517509,17.40321,IT,215
"Tarapoto Airport",TPP,SPST,-6.50874,-76.373199,PE,869
"Tarawa Bonriki International Airport",TRW,NGTA,1.381636,173.147003,KI,9
"Taraz Airport",DMB,UADD,42.853611,71.303612,KZ,2184
"Tarbes-Lourdes-Pyrenees Airport",LDE,LFBT,43.185551,-0.00277,FR,1260
"Taree Airport",TRO,YTRE,-31.879999,152.509995,AU,38
"Targu Mures International Airport",TGM,LRTM,46.467709,24.412519,RO,965
"Tari Airport",TIZ,AYTA,-5.845,142.947998,PG,5500
"Tarija Airport",TJA,SLTJ,-21.5557,-64.701302,BO,6084
"Tarinkot Airport",TII,OATN,32.866669,65.633331,AF,4429
"Tarko-Sale Airport",TQL,USDS,64.921341,77.797356,RU,80
"Taroom Airport",XTO,YTAM,-25.801701,149.899994,AU,240
"Tartu Airport",TAY,EETU,58.307461,26.69042,EE,219
"Tashkent International Airport",TAS,UTTT,41.257858,69.281181,UZ,1417
"Tasikmalaya Cibeureum Airport",TSY,WICM,-7.3466,108.246002,ID,1148
"Tasiujaq Airport",YTQ,CYTQ,58.667778,-69.955833,CA,121
"Tatakoto Airport",TKV,NTGO,-17.3552,-138.445007,PF,12
"Taupo Airport",TUO,NZAP,-38.7397,176.084396,NZ,1335
"Tauranga Airport",TRG,NZTG,-37.672001,176.195999,NZ,13
"Tawau Airport",TWU,WBKW,4.313369,118.121902,MY,57
"Tawi Tawi Sanga Sanga Airport",TWT,RPMN,5.044251,119.740982,PH,7
"Tbilisi International Airport",TBS,UGTB,41.669159,44.95472,GE,1624
"Te Anau Manapouri Airport",TEU,NZMO,-45.533001,167.649994,NZ,687
"Teesside International Airport",MME,EGNV,54.509178,-1.4294,GB,120
"Tefe Airport",TFF,SBTF,-3.38294,-64.723999,BR,184
"Tegucigalpa Toncontin International Airport",TGU,MHTG,14.06088,-87.217102,HN,3294
"Tehran Imam Khomeini International Airport",IKA,OIIE,35.416111,51.152222,IR,3305
"Tehran Mehrabad International Airport",THR,OIII,35.689159,51.313412,IR,3962
"Teixeira de Freitas Airport",TXF,SNTF,-17.524166,-39.669724,BR,344
"Tekirdag Corlu Airport",TEQ,LTBU,41.138332,27.919167,TR,574
"Tel Aviv Ben Gurion International Airport",TLV,LLBG,32.011379,34.886662,IL,135
"Telemaco Borba Airport",TEC,SSVL,-24.317331,-50.651772,BR,2571
"Telfer Airport",TEF,YTEF,-21.715,122.228996,AU,970
"Teller Airport",TLA,PATE,65.240402,-166.339005,US,294
"Telluride Regional Airport",TEX,KTEX,37.953888,-107.908607,US,9078
"Temora Airport",TEM,YTEM,-34.421398,147.511993,AU,921
"Temple Draughon-Miller Airport",TPL,KTPL,31.150278,-97.409164,US,682
"Temuco Airport",ZCO,SCQP,-38.930801,-72.653603,CL,304
"Tenerife North Airport",TFN,GCXO,28.482651,-16.341499,ES,2073
"Tenerife South Airport",TFS,GCTS,28.04447,-16.572399,ES,209
"Tengchong Tuofeng Airport",TCZ,ZPTC,24.939379,98.482025,CN,6247
"Tennant Creek Airport",TCA,YTNK,-19.634399,134.182999,AU,1236
"Tepic Amado Nervo International Airport",TPQ,MMEP,21.419451,-104.842003,MX,3020
"Teresina Airport",THE,SBTE,-5.05994,-42.823399,BR,219
"Termas de Rio Hondo Airport",RHD,SANH,-27.450001,-64.879997,AR,-1
"Termez Airport",TMJ,UTST,37.280502,67.318954,UZ,1027
"Ternate Babullah Airport",TTE,WAMT,0.831414,127.381401,ID,49
"Terney Airport",NEI,UHWT,45.083057,136.590561,RU,33
"Terni Alvaro Leonardi Airport",QIL,LIAA,42.573364,12.584465,IT,372
"Terrace Northwest Regional Airport",YXT,CYXT,54.468498,-128.576004,CA,713
"Terre Haute Regional Airport",HUF,KHUF,39.451462,-87.307503,US,589
"Terrell Municipal Airport",TRL,KTRL,32.709351,-96.267082,US,471
"Teruel Airport",TEV,LETL,40.411945,-1.2175,ES,3367
"Tete Chingozi Airport",TET,FQTT,-16.104799,33.640179,MZ,525
"Teterboro Airport",TEB,KTEB,40.850101,-74.060799,US,9
"Tetuan Sania Ramel Airport",TTU,GMTN,35.59433,-5.32001,MA,10
"Teuge International Airport",QHT,EHTE,52.242867,6.051045,NL,10
"Texarkana Regional Airport",TXK,KTXK,33.45372,-93.990997,US,390
"Tezpur Airport",TEZ,VETZ,26.709925,92.784569,IN,232
"Tezu Airport",TEI,VETJ,27.941219,96.134438,IN,800
"Thandwe Airport",SNW,VYTD,18.46073,94.30011,MM,20
"The Dalles Columbia Gorge Regional Airport",DLS,KDLS,45.6185,-121.167,US,247
"The Granites Airport",GTS,YTGT,-20.548332,130.350006,AU,1296
"The Pas Airport",YQD,CYQD,53.971378,-101.091003,CA,887
"The Valley Clayton J. Lloyd International Airport",AXA,TQPF,18.20483,-63.055,AI,128
"Thermal Jacqueline Cochran Regional Airport",TRM,KTRM,33.626884,-116.155937,US,-128
"Thessaloniki International Airport",SKG,LGTS,40.519718,22.970949,GR,22
"Thief River Falls Regional Airport",TVF,KTVF,48.066113,-96.184998,US,1116
"Thimarafushi Airport",TMF,VRNT,2.212456,73.152817,MV,6
"Thisted Airport",TED,EKTS,57.068802,8.705224,DK,23
"Thomasville Regional Airport",TVI,KTVI,30.9025,-83.880554,US,264
"Thompson Airport",YTH,CYTH,55.801109,-97.864098,CA,729
"Thorshofn Airport",THO,BITN,66.21833,-15.3347,IS,64
"Thunder Bay International Airport",YQT,CYQT,48.371941,-89.323799,CA,653
"Tianjin Binhai International Airport",TSN,ZBTJ,39.124352,117.3461,CN,33
"Tianshui Maijishan Airport",THQ,ZLTS,34.558334,105.861115,CN,3579
"Tifton Henry Tift Myers Airport",TMA,KTMA,31.433332,-83.48333,US,355
"Tiga Airport",TGJ,NWWA,-21.0961,167.803802,NC,128
"Tijuana International Airport",TIJ,MMTJ,32.541061,-116.970001,MX,489
"Tikehau Airport",TIH,NTGC,-15.1196,-148.229996,PF,6
"Tiksi Airport",IKS,UEST,71.697701,128.903,RU,26
"Tillamook Airport",OTK,KTMK,45.418201,-123.814003,US,36
"Timaru Richard Pearse Airport",TIU,NZTU,-44.3027,171.225204,NZ,89
"Timika Airport",TIM,WAYY,-4.52827,136.887299,ID,103
"Timimoun Airport",TMX,DAUT,29.236679,0.276205,DZ,1032
"Timisoara Traian Vuia International Airport",TSR,LRTR,45.80986,21.33786,RO,348
"Timmins Airport",YTS,CYTS,48.569721,-81.376602,CA,967
"Tindouf Airport",TIN,DAOF,27.700371,-8.1671,DZ,1453
"Tingo Maria Airport",TGI,SPGM,-9.28916,-76.004997,PE,2010
"Tinian International Airport",TIQ,PGWT,14.999211,145.618576,MP,244
"Tioman Airport",TOD,WMBT,2.818012,104.159958,MY,34
"Tirana International Airport",TIA,LATI,41.414742,19.72056,AL,126
"Tiree Airport",TRE,EGPU,56.499161,-6.86916,GB,38
"Tiruchirappalli International Airport",TRZ,VOTR,10.76536,78.709717,IN,288
"Tirupati Airport",TIR,VOTP,13.63249,79.543251,IN,350
"Titusville Space Coast Regional Airport",TIX,KTIX,28.512222,-80.799446,US,34
"Tivat Airport",TIV,LYTV,42.404659,18.72328,ME,20
"Tlemcen Zenata Airport",TLM,DAON,35.016659,-1.45,DZ,814
"Toamasina Airport",TMM,FMMT,-18.109501,49.392529,MG,22
"Tobolsk Remezov Airport",RMZ,USTJ,58.058334,68.34861,RU,157
"Tobruk Airport",TOB,HLTQ,31.854666,23.896267,LY,489
"Toccoa Airport",TOC,KTOC,34.590805,-83.298256,US,976
"Tocumwal Airport",TCW,YTOC,-35.811699,145.608002,AU,372
"Tofino Long Beach Airport",YAZ,CYAZ,49.082218,-125.772003,CA,80
"Togiak Airport",TOG,PATG,59.049999,-160.389999,US,-1
"Tok Junction Airport",TKJ,PATJ,63.329506,-142.953568,US,1644
"Tokat Airport",TJK,LTAW,40.321861,36.379726,TR,1854
"Toksook Bay Airport",OOK,PAOO,60.541401,-165.087006,US,59
"Tokunoshima Airport",TKN,RJKN,27.83638,128.881195,JP,17
"Tokushima Airport",TKS,RJOS,34.132801,134.606598,JP,26
"Tokyo Haneda International Airport",HND,RJTT,35.55225,139.779602,JP,21
"Tokyo Narita International Airport",NRT,RJAA,35.764721,140.386307,JP,135
"Tokyo Yokota Air Base",OKO,RJTY,35.748489,139.348404,JP,463
"Tolanaro Airport",FTU,FMSD,-25.038,46.956108,MG,29
"Toledo Airport",TOW,SBTD,-24.6863,-53.697498,BR,1843
"Toledo Executive Airport",TDZ,KTDZ,41.564899,-83.4823,US,623
"Toledo Express Airport",TOL,KTOL,41.580002,-83.800003,US,683
"Toliara Airport",TLE,FMST,-23.383301,43.728451,MG,29
"Tolu Golfo de Morrosquillo Airport",TLU,SKTL,9.509513,-75.585793,CO,17
"Toluca International Airport",TLC,MMTO,19.33707,-99.566002,MX,8466
"Toms River Ocean County Airport",MJX,KMJX,39.928093,-74.293053,US,86
"Tomsk Bogashevo Airport",TOF,UNTT,56.383331,85.21167,RU,597
"Tongatapu Fuaʻamotu International Airport",TBU,NFTF,-21.238001,-175.136993,TO,126
"Tonghua Sanyuanpu Airport",TNH,ZYTN,42.047733,125.733467,CN,1338
"Tongliao Airport",TGO,ZBTL,43.55666,122.199699,CN,144
"Tongoa Airport",TGH,NVST,-16.8911,168.5513,VU,443
"Tongren Fenghuang Airport",TEN,ZUTR,27.883333,109.308891,CN,2313
"Tonopah Airport",TPH,KTPH,38.06028,-117.08667,US,5426
"Tonopah Test Range Airport",XSD,KTNX,37.798801,-116.780998,US,5549
"Toowoomba Airport",TWB,YTWB,-27.542221,151.913895,AU,2086
"Toowoomba Brisbane West Wellcamp Airport",WTB,YBWW,-27.558332,151.793335,AU,1509
"Topeka Philip Billard Municipal Airport",TOP,KTOP,39.069721,-95.622498,US,881
"Topeka Regional Airport",FOE,KFOE,38.950939,-95.663597,US,1078
"Toraja Airport",TRT,WAFB,-3.185833,119.917747,ID,2884
"Toronto Buttonville Municipal Airport",YKZ,CYKZ,43.862221,-79.370003,??,650
"Toronto City Billy Bishop Airport",YTZ,CYTZ,43.627491,-79.396103,CA,251
"Toronto Pearson International Airport",YYZ,CYYZ,43.680634,-79.627007,CA,569
"Torrance Zamperini Field Airport",TOA,KTOA,33.803047,-118.338974,US,94
"Torreon Francisco Sarabia International Airport",TRC,MMTC,25.56827,-103.410004,MX,3688
"Torsby Airport",TYF,ESST,60.157619,12.99126,SE,393
"Tortuguero Airport",TTQ,MRBT,10.568889,-83.514999,CR,7
"Totegegie Airport",GMR,NTGJ,-23.0833,-134.882996,PF,7
"Tottori Airport",TTJ,RJOR,35.53006,134.166504,JP,65
