name,iata,icao,lat,lon,ico,alt
"A Coruna Airport",LCG,LECO,43.302059,-8.37725,ES,326
"Aachen Merzbruck Airport",AAH,EDKA,50.823051,6.186111,DE,623
"Aalborg Airport",AAL,EKYT,57.092781,9.849164,DK,10
"Aarhus Airport",AAR,EKAH,56.300011,10.619,DK,82
"Aarhus Sea Airport",QEA,EKAC,56.151993,10.247725,DK,1
"Aasiaat Airport",JEG,BGAA,68.72184,-52.784698,GL,74
"Abadan Airport",ABD,OIAA,30.371111,48.228329,IR,19
"Abakan International Airport",ABA,UNAA,53.740002,91.385002,RU,831
"Abbotsford International Airport",YXX,CYXX,49.025269,-122.360001,CA,195
"Aberdeen International Airport",ABZ,EGPD,57.201939,-2.19777,GB,215
"Aberdeen Regional Airport",ABR,KABR,45.439999,-98.419998,US,1302
"Abha Regional Airport",AHB,OEAB,18.24036,42.65662,SA,6858
"Abidjan Port Bouet Airport",ABJ,DIAP,5.261386,-3.92629,CI,21
"Abilene Regional Airport",ABI,KABI,32.411301,-99.681801,US,1790
"Abingdon Virginia Highlands Airport",VJI,KVJI,36.686111,-82.033333,US,2088
"Abu Dhabi Al Bateen Executive Airport",AZI,OMAD,24.428329,54.45808,AE,16
"Abu Dhabi Al Dhafra Air Base",DHF,OMAM,24.248199,54.547699,AE,77
"Abu Dhabi International Airport",AUH,OMAA,24.43297,54.651131,AE,88
"Abu Musa Island Airport",AEU,OIBA,25.8757,55.033001,IR,23
"Abu Simbel Airport",ABS,HEBL,22.37595,31.611719,EG,616
"Abuja Nnamdi Azikiwe International Airport",ABV,DNAA,9.006792,7.263172,NG,1123
"Acapulco International Airport",ACA,MMAA,16.757059,-99.753899,MX,16
"Accra Kotoka International Airport",ACC,DGAA,5.605186,-0.16678,GH,205
"Ada Municipal Airport",ADT,KADH,34.804298,-96.671303,US,1016
"Adak Airport",ADK,PADK,51.87796,-176.645996,US,18
"Adampur Airport",AIP,VIAX,31.433056,75.760559,IN,776
"Adana Sakirpasa Airport",ADA,LTAF,36.982159,35.28038,TR,65
"Addis Ababa Bole Airport",ADD,HAAB,8.977889,38.799309,ET,7656
"Adelaide Airport",ADL,YPAD,-34.945,138.530502,AU,20
"Aden International Airport",ADE,OYAA,12.82954,45.02879,YE,7
"Adiyaman Airport",ADF,LTCP,37.731361,38.468929,TR,2216
"Adrar Airport",AZR,DAUA,27.83758,-0.18641,DZ,919
"Adrian Lenawee County Airport",ADG,KADG,41.86607,-84.078293,US,798
"Afton Municipal Airport",AFO,KAFO,42.711201,-110.942001,US,6221
"Agades Mano Dayak International Airport",AJY,DRZA,16.96599,8.000114,NE,1657
"Agadir Al Massira Airport",AGA,GMAD,30.324989,-9.41306,MA,250
"Agartala Airport",IXA,VEAT,23.886971,91.240448,IN,46
"Agatti Airport",AGX,VOAT,10.82365,72.176041,IN,14
"Agen La Garenne Airport",AGF,LFBA,44.174709,0.590619,FR,204
"Aghajari Airport",AKW,OIAG,30.7444,49.6772,IR,88
"Agra Airport",AGR,VIAG,27.15583,77.960892,IN,551
"Agri Airport",AJI,LTCO,39.65456,43.027149,TR,5462
"Agua Boa Airport",GGB,SWHP,-14.019444,-52.152222,BR,1506
"Aguachica Hacaritama Airport",HAY,SKAG,8.246203,-73.579628,CO,531
"Aguadilla Rafael Hernandez Airport",BQN,TJBQ,18.49486,-67.129402,PR,237
"Aguascalientes International Airport",AGU,MMAS,21.705549,-102.317001,MX,6112
"Ahe Airport",AHE,NTHE,-14.42759,-146.255981,PF,11
"Ahmedabad International Airport",AMD,VAAH,23.07724,72.634651,IN,189
"Ahwaz International Airport",AWZ,OIAW,31.337429,48.761951,IR,66
"Aiken Municipal Airport",AIK,KAIK,33.649399,-81.684998,US,528
"Airai Roman Tmetuchl International Airport",ROR,PTRO,7.367303,134.544205,PW,176
"Aitutaki Airport",AIT,NCAI,-18.8309,-159.764008,CK,14
"Aix-en-Provence Airport",QXB,LFMA,43.50528,5.367222,FR,368
"Aizawl Lengpui Airport",AJL,VELP,23.838442,92.620361,IN,1001
"Ajaccio Napoleon Bonaparte Airport",AJA,LFKJ,41.923882,8.8025,FR,16
"Akiak Airport",AKI,PFAK,60.902901,-161.231003,US,30
"Akita Airport",AXT,RJSK,39.615551,140.218597,JP,313
"Aklavik Airport",LAK,CYKD,68.223297,-135.005997,CA,23
"Akron Canton Airport",CAK,KCAK,40.91608,-81.442101,US,1225
"Akron Fulton International Airport",AKC,KAKR,41.037498,-81.466904,US,1067
"Aksu Airport",AKU,ZWAK,41.262501,80.291664,CN,3816
"Aktau Airport",SCO,UATE,43.86005,51.091969,KZ,73
"Aktion National Airport",PVK,LGPZ,38.925461,20.76531,GR,11
"Aktobe Airport",AKX,UATT,50.245831,57.206661,KZ,738
"Akulivik Airport",AKV,CYKO,60.818611,-78.148613,CA,75
"Akure Airport",AKR,DNAK,7.246739,5.301008,NG,1100
"Akureyri Airport",AEY,BIAR,65.658607,-18.072201,IS,6
"Al Ain International Airport",AAN,OMAL,24.26166,55.609161,AE,869
"Al Hoceima Cherif Al Idrissi Airport",AHU,GMTA,35.177101,-3.83952,MA,95
"Al Najaf International Airport",NJF,ORNI,31.991667,44.404167,IQ,108
"Al Udeid Air Base",XJD,OTBH,25.114941,51.316105,QA,130
"Al Ula  Airport",ULH,OEAO,26.480862,38.116653,SA,2017
"Al Wajh Airport",EJH,OEWJ,26.198334,36.476112,SA,66
"Al-Baha Domestic Airport",ABT,OEBA,20.296129,41.63427,SA,5486
"Al-Qamishli Airport",KAC,OSKL,37.031025,41.205559,SY,1480
"Al-Qassim International Airport",ELQ,OEGS,26.30282,43.773911,SA,2126
"Alakanuk Airport",AUK,PAUK,62.683056,-164.722198,US,22
"Alamogordo White Sands Regional Airport",ALM,KALM,32.845833,-105.985275,US,4200
"Alamosa San Luis Valley Regional Airport",ALS,KALS,37.43491,-105.865997,US,7539
"Albacete Airport",ABC,LEAB,38.948502,-1.86352,ES,2302
"Albany Airport",ALH,YABA,-34.939999,117.800003,AU,233
"Albany International Airport",ALB,KALB,42.749111,-73.801903,US,285
"Albany Southwest Georgia Regional Airport",ABY,KABY,31.535509,-84.194397,US,196
"Albenga Clemente Panero International Airport",ALL,LIMG,44.050598,8.127428,IT,148
"Albert Picardie Airport",BYF,LFAQ,49.9715,2.69766,FR,364
"Albi Le Sequestre Airport",LBI,LFCI,43.913269,2.11675,FR,564
"Albuquerque International Airport",ABQ,KABQ,35.040218,-106.609001,US,5355
"Albury Airport",ABX,YMAY,-36.067699,146.957993,AU,539
"Aldan Airport",ADH,UEEA,58.602772,125.408798,RU,2241
"Alderney Airport",ACI,EGJA,49.706108,-2.21472,GG,290
"Alegrete Novo Airport",ALQ,SSLT,-29.8127,-55.893398,BR,459
"Aleppo International Airport",ALP,OSAP,36.180672,37.22435,SY,1276
"Alert Airport",YLT,CYLT,82.517776,-62.280556,CA,100
"Alesund Vigra Airport",AES,ENAL,62.560371,6.110164,NO,69
"Alexander City Thomas C Russell Field",ALX,KALX,32.933334,-85.949997,US,686
"Alexandria Borg El Arab Airport",HBE,HEBA,30.91766,29.6964,EG,177
"Alexandria International Airport",AEX,KAEX,31.32737,-92.5485,US,89
"Alexandria Municipal Airport",AXN,KAXN,45.867222,-95.394165,US,1425
"Alexandroupolis International Airport",AXD,LGAL,40.855862,25.956261,GR,24
"Algeciras Heliport",QYH,LEAG,36.128887,-5.441111,ES,98
"Alghero Fertilia Airport",AHO,LIEA,40.63213,8.290772,IT,87
"Algiers Houari Boumediene Airport",ALG,DAAG,36.69101,3.215408,DZ,82
"Alicante Airport",ALC,LEAL,38.282162,-0.55815,ES,142
"Alice International Airport",ALI,KALI,27.740879,-98.026901,US,178
"Alice Springs Airport",ASP,YBAS,-23.806601,133.902206,AU,1789
"Allahabad Airport",IXD,VEAB,25.439886,81.734406,IN,319
"Allakaket Airport",AET,PFAL,66.551804,-152.621994,US,441
"Allendorf Airport",QEQ,EDFQ,51.035713,8.679523,DE,1164
"Allentown Lehigh Valley International Airport",ABE,KABE,40.652302,-75.440399,US,393
"Alliance Municipal Airport",AIA,KAIA,42.053219,-102.803001,US,3931
"Alma Airport",YTF,CYTF,48.509655,-71.642715,CA,434
"Almaty International Airport",ALA,UAAA,43.35207,77.040497,KZ,2234
"Almeirim Airport",GGF,SNYA,-1.479167,-52.578056,BR,584
"Almeria Airport",LEI,LEAM,36.843929,-2.37009,ES,70
"Alor Island Airport",ARD,WATM,-8.13234,124.597,ID,10
"Alor Setar Sultan Abdul Halim Airport",AOR,WMKA,6.189667,100.398102,MY,15
"Alpena County Regional Airport",APN,KAPN,45.081669,-83.555832,US,689
"Alta Airport",ALF,ENAT,69.976112,23.37166,NO,9
"Alta Floresta Airport",AFL,SBAT,-9.86609,-56.106201,BR,947
"Altai Airport",LTI,ZMAT,46.650002,96.416664,MN,7261
"Altamira Airport",ATM,SBHT,-3.2539,-52.253899,BR,368
"Altay Airport",AAT,ZWAT,47.750362,88.084442,CN,1750
"Altenburg Nobitz Airport",AOC,EDAC,50.981812,12.50636,DE,640
"Altenstadt Air Base",QCA,ETHA,47.835518,10.870574,DE,2423
"Alton St. Louis Regional Airport",ALN,KALN,38.890301,-90.045998,US,544
"Altoona Blair County Airport",AOO,KAOO,40.296371,-78.32,US,1503
"Alverca Airport",AVR,LPAR,38.884068,-9.029201,PT,5
"Alzintan Airport",ZIS,HLZN,31.775,12.25,LY,2080
"Amakusa Airport",AXJ,RJDA,32.483261,130.15564,JP,328
"Amami Airport",ASJ,RJKA,28.43063,129.712494,JP,27
"Amarillo Rick Husband  International Airport",AMA,KAMA,35.21936,-101.705002,US,3607
"Amarillo Tradewind Airport",TDW,KTDW,35.169899,-101.825996,US,3649
"Ambler Airport",ABL,PAFM,67.087502,-157.84584,US,289
"Ambon Pattimura Airport",AMQ,WAPP,-3.71026,128.089096,ID,33
"Amboseli Airport",ASV,HKAM,-2.633,37.25,KE,3755
"Ames Municipal Airport",AMW,KAMW,41.992001,-93.621803,US,956
"Amman Civil Airport",ADJ,OJAM,31.9727,35.991562,JO,2555
"Amman Queen Alia International Airport",AMM,OJAI,31.722549,35.99321,JO,2395
"Amos Magny Airport",YEY,CYEY,48.564838,-78.249146,CA,1076
"Amritsar International Airport",ATQ,VIAR,31.709591,74.797256,IN,756
"Amsterdam Schiphol Airport",AMS,EHAM,52.308609,4.763889,NL,11
"Anadyr Ugolny Airport",DYR,UHMA,64.730003,177.740005,RU,194
"Anaktuvuk Pass Airport",AKP,PAKP,68.129997,-151.740005,US,2106
"Anapa Airport",AAQ,URKA,45.00209,37.347271,RU,174
"Anapolis Airport",APS,SBAN,-16.22714,-48.963783,BR,3712
"Anchorage Elmendorf Air Force Base",EDF,PAED,61.251339,-149.806,US,213
"Anchorage Merrill Field Airport",MRI,PAMR,61.213539,-149.843994,US,137
"Anchorage Ted Stevens International Airport",ANC,PANC,61.174358,-149.996002,US,151
"Ancona Airport",AOI,LIPY,43.616341,13.36231,IT,49
"Andenes Andoya Airport",ANX,ENAN,69.292503,16.144159,NO,43
"Anderson Municipal Airport",AID,KAID,40.108665,-85.613815,US,891
"Anderson Regional Airport",AND,KAND,34.494579,-82.709297,US,782
"Andizhan Airport",AZN,UTFA,40.72773,72.294006,UZ,1515
"Andorra La Seu de Urgel Airport",LEU,LESU,42.34058,1.410326,ES,2625
"Andros Town International Airport",ASD,MYAF,24.69828,-77.795601,BS,5
"Anegada Auguste George Airport",NGD,TUPA,18.727394,-64.330055,VG,21
"Angeles City Clark International Airport",CRK,RPLC,15.18598,120.560303,PH,484
"Angelholm Helsingborg Airport",AGH,ESTA,56.29607,12.84713,SE,68
"Angers Loire Airport",ANE,LFJR,47.56028,-0.312222,FR,194
"Anglesey Airport",VLY,EGOV,53.240002,-4.53,GB,-1
"Angola Tri-State Steuben County Airport",ANQ,KANQ,41.639702,-85.083504,US,995
"Angouleme Cognac International Airport",ANG,LFBU,45.729469,0.219153,FR,436
"Angra dos Reis Airport",GDR,SDAG,-22.975279,-44.30722,BR,10
"Aniak Airport",ANI,PANI,61.581669,-159.54306,US,89
"Anjouan Ouani Airport",AJN,FMCV,-12.1316,44.430271,KM,62
"Ankang Fuqiang Airport",AKA,ZLAK,32.708099,108.931046,CN,849
"Ankara Esenboga International Airport",ESB,LTAC,40.128078,32.995079,TR,3125
"Ankeny Regional Airport",QQK,KIKV,41.691113,-93.566391,US,910
"Ann Airport",VBA,VYAN,19.770643,94.026405,MM,43
"Ann Arbor Municipal Airport",ARB,KARB,42.223057,-83.74556,US,839
"Annaba Rabah Bitat Airport",AAE,DABB,36.82222,7.809167,DZ,16
"Annapolis Lee Airport",ANP,KANP,38.942902,-76.568398,US,34
"Annecy Mont Blanc Airport",NCY,LFLP,45.930771,6.106289,FR,1519
"Annemasse Airport",QYA,LFLI,46.19194,6.269444,FR,1617
"Anniston Regional",ANB,KANB,33.588161,-85.858101,US,612
"Anqing Tianzhushan Airport",AQG,ZSAQ,30.582222,117.050278,CN,-1
"Anshan Teng'ao Airport",AOG,ZYAS,41.103523,122.855835,CN,53
"Anshun Huangguoshu Airport",AVA,ZUAS,26.260555,105.873337,CN,4812
"Antakya Hatay Airport",HTY,LTDA,36.362778,36.282223,TR,25
"Antalya Airport",AYT,LTAI,36.898731,30.800461,TR,177
"Antananarivo Ivato International Airport",TNR,FMMI,-18.7969,47.478802,MG,4198
"Antigua V. C. Bird International Airport",ANU,TAPA,17.13674,-61.792599,AG,62
"Antofagasta International Airport",ANF,SCFA,-23.444401,-70.445099,CL,455
"Antsiranana Arrachart Airport",DIE,FMNA,-12.3494,49.29174,MG,374
"Antwerp International Airport",ANR,EBAW,51.189442,4.460278,BE,39
"Anvik Airport",ANV,PANV,62.647778,-160.188889,US,309
"Aomori Airport",AOJ,RJSA,40.734718,140.690796,JP,664
"Aosta Airport",AOT,LIMW,45.738499,7.36872,IT,1791
"Apalachicola Regional Airport",AAF,KAAF,29.733334,-84.98333,US,20
"Apartado Airport",APO,SKLC,7.817678,-76.717659,CO,46
"Apatity Airport",KVK,ULMK,67.463303,33.588299,RU,515
"Apia Faleolo International Airport",APW,NSFA,-13.8296,-171.996994,WS,58
"Apple Valley Airport",APV,KAPV,34.575298,-117.185997,US,3062
"Appleton International Airport",ATW,KATW,44.258091,-88.518997,US,918
"Apucarana Airport",APU,SSAP,-23.609501,-51.384499,BR,2641
"Apui Airport",IUP,SWYN,-7.1727,-59.839409,BR,614
"Aqaba King Hussein International Airport",AQJ,OJAQ,29.61161,35.018059,JO,175
"Aracaju Santa Maria Airport",AJU,SBAR,-10.984,-37.070301,BR,23
"Aracati Airport",ARX,SBAC,-4.56861,-37.804722,BR,128
"Aracatuba Airport",ARU,SBAU,-21.1413,-50.424702,BR,1361
"Arad International Airport",ARW,LRAR,46.176552,21.26202,RO,352
"Araguaina Airport",AUX,SWGN,-7.227867,-48.240467,BR,771
"Arak Airport",AJK,OIHR,34.1381,49.847301,IR,5440
"Arapongas Airport",APX,SSOG,-23.3529,-51.491699,BR,2599
"Arar Domestic Airport",RAE,OERR,30.90658,41.13821,SA,1813
"Araraquara Airport",AQA,SBAQ,-21.812,-48.132999,BR,2334
"Araripina Airport",JAW,SNAB,-7.5864,-40.5354,BR,2421
"Arauca Santiago Perez Quiroz Airport",AUC,SKUC,7.068889,-70.7369,CO,420
"Araxa Airport",AAX,SBAX,-19.562658,-46.961014,BR,3247
"Arba Minch Airport",AMH,HAAM,6.039389,37.59045,ET,3895
"Arcachon La Teste-de-Buch Airport",XAC,LFCH,44.59861,-1.11472,FR,49
"Arcata Eureka Airport",ACV,KACV,40.978111,-124.108002,US,222
"Arctic Bay Airport",YAB,CYAB,73.006386,-85.047218,CA,72
"Arctic Village",ARC,PARC,68.110001,-145.570007,US,2092
"Ardabil Airport",ADU,OITL,38.323826,48.421249,IR,4317
"Ardmore Airport",AMZ,NZAR,-37.029701,174.973007,NZ,111
"Ardmore Municipal Airport",ADM,KADM,34.303009,-97.0196,US,776
"Arendal Gullknapp Airport",QCG,ENGK,58.518326,8.707467,NO,405
"Arequipa Rodriguez Ballon International Airport",AQP,SPQU,-16.341,-71.583,PE,8405
"Argyle Airport",GYL,YARG,-16.629999,128.449997,AU,522
"Arica Chacalluta International Airport",ARI,SCAR,-18.348499,-70.338699,CL,167
"Aripuana Airport",AIR,SSOU,-10.186673,-59.457531,BR,738
"Ariquemes Airport",AQM,SJOG,-9.880993,-63.047237,BR,461
"Arkhangelsk Talagi Airport",ARH,ULAA,64.600281,40.71666,RU,62
"Arlington Municipal Airport",QQW,KAWO,48.160831,-122.15889,US,142
"Arlington Municipal Airport",QQG,KGKY,32.66,-97.089996,US,628
"Armenia El Eden International Airport",AXM,SKAR,4.453333,-75.7658,CO,3990
"Armidale Airport",ARM,YARM,-30.528334,151.616669,AU,3556
"Artesia Municipal Airport",ATS,KATS,32.852501,-104.468002,US,3541
"Arthur's Town Airport",ATC,MYCA,24.628611,-75.671387,BS,18
"Arusha Airport",ARK,HTAR,-3.36779,36.633331,TZ,4550
"Arutua Airport",AXR,NTGU,-15.2463,-146.619995,PF,9
"Arviat Airport",YEK,CYEK,61.094158,-94.070801,CA,32
"Arvidsjaur Airport",AJR,ESNX,65.590271,19.28194,SE,1245
"Arxan Yiershi Airport",YIE,ZBES,47.310555,119.911942,CN,2918
"Asaba International Airport",ABB,DNAS,6.203055,6.667222,NG,242
"Asahikawa Airport",AKJ,RJEC,43.67083,142.447495,JP,721
"Ascension Island Airport",ASI,FHAW,-7.9696,-14.3937,SH,278
"Asheville Regional Airport",AVL,KAVL,35.436192,-82.541801,US,2164
"Ashgabat International Airport",ASB,UTAA,37.986809,58.360958,TM,692
"Asmara International Airport",ASM,HHAS,15.29185,38.91066,ER,7661
"Asosa Airport",ASO,HASO,10.01855,34.58625,ET,5120
"Aspen Pitkin County Airport",ASE,KASE,39.22316,-106.867996,US,7838
"Assaluyeh Persian Gulf Airport",PGU,OIBP,27.383959,52.735516,IR,40
"Assiut Airport",ATZ,HEAT,27.046499,31.01198,EG,772
"Astana Nursultan Nazarbayev International Airport",NQZ,UACC,51.022221,71.466942,KZ,1165
"Astoria Regional Airport",AST,KAST,46.159721,-123.879997,US,15
"Astrakhan Narimanovo Airport",ASF,URWA,46.283329,48.006271,RU,65
"Asturias Airport",OVD,LEAS,43.56356,-6.03462,ES,416
"Astypalaia Island National Airport",JTY,LGPL,36.579887,26.375822,GR,165
"Asuncion Silvio Pettirossi International Airport",ASU,SGAS,-25.239799,-57.5191,PY,292
"Aswan International Airport",ASW,HESN,23.96435,32.819969,EG,662
"Atambua Haliwen Airport",ABU,WATA,-9.07444,124.904404,ID,75
"Athens Ben Epps Airport",AHN,KAHN,33.95195,-83.324722,US,808
"Athens Eleftherios Venizelos",ATH,LGAV,37.936352,23.94446,GR,308
"Athens Gordon K. Bush Airport",ATO,KUNI,39.210999,-82.2314,US,766
"Athens McMinn County Airport",MMI,KMMI,35.397221,-84.5625,US,858
"Atlanta Cobb County Airport",QQR,KRYY,34.013058,-84.59861,US,1040
"Atlanta DeKalb Peachtree Airport",PDK,KPDK,33.869999,-84.300003,US,1003
"Atlanta Fulton County Airport",FTY,KFTY,33.777195,-84.521141,US,821
"Atlanta Hartsfield-Jackson International Airport",ATL,KATL,33.636719,-84.428001,US,1026
"Atlanta Regional Airport",QTF,KFFC,33.357475,-84.572121,US,784
"Atlantic City International Airport",ACY,KACY,39.457581,-74.577103,US,74
"Atlantic City Monmouth Executive Airport",BLM,KBLM,40.186668,-74.124443,US,153
"Atqasuk Airport",ATK,PATQ,70.5,-157.333328,US,96
"Attawapiskat Airport",YAT,CYAT,52.919998,-82.43,CA,31
"Atuona Airport",AUQ,NTMN,-9.76879,-139.011002,PF,1481
"Atwater Castle Airport",MER,KMER,37.380482,-120.568001,US,191
"Atyrau Airport",GUW,UATG,47.121941,51.821381,KZ,-72
"Auburn Airport",LEW,KLEW,44.048611,-70.283607,US,288
"Auburn Municipal Airport",AUN,KAUN,38.9548,-121.082001,US,1539
"Auburn University Regional Airport",AUO,KAUO,32.615101,-85.433998,US,777
"Auckland Airport",AKL,NZAA,-37.007999,174.791595,NZ,23
"Augsburg Airport",AGB,EDMA,48.425152,10.93176,DE,1515
"Augusta Daniel Field Airport",DNL,KDNL,33.468098,-82.0392,US,414
"Augusta Regional Airport",AGS,KAGS,33.369942,-81.9645,US,144
"Augusta State Airport",AUG,KAUG,44.320648,-69.797302,US,352
"Aupaluk Airport",YPJ,CYLA,59.296665,-69.599724,CA,117
"Aurangabad Airport",IXU,VAAU,19.86272,75.398109,IN,1911
"Aurillac Tronquieres Airport",AUR,LFLW,44.897579,2.416719,FR,2096
"Aurukun Airport",AUU,YAUR,-13.353889,141.72084,AU,29
"Austin Bergstrom International Airport",AUS,KAUS,30.194521,-97.6698,US,542
"Austin Executive Airport",EDC,KEDC,30.389999,-97.559998,US,620
"Austin Municipal Airport",AUM,KAUM,43.663853,-92.933189,US,1227
"Auxerre Branches Airport",AUF,LFLA,47.846321,3.496578,FR,523
"Avalon Catalina Airport",AVX,KAVX,33.404999,-118.415833,US,1602
"Avarua Rarotonga International Airport",RAR,NCRG,-21.2027,-159.804993,CK,19
"Aviano Air Base",AVB,LIPA,46.031879,12.59647,IT,410
"Avignon Caumont Airport",AVN,LFMV,43.906582,4.902028,FR,124
"Avoca Wilkes-Barre/Scranton International Airport",AVP,KAVP,41.33847,-75.723297,US,962
"Awali Sakhir Air Base",KHB,OBKH,26.034721,50.524445,BH,49
"Awasa Airport",AWA,HALA,7.095,38.398335,ET,5604
"Axum Airport",AXU,HAAX,14.14675,38.772831,ET,6915
"Ayacucho Airport",AYP,SPHO,-13.1548,-74.204399,PE,8917
"Ayers Rock Airport",AYQ,YAYE,-25.1861,130.975494,AU,1626
"Babo Airport",BXB,WASO,-2.53224,133.438797,ID,10
"Bacau International Airport",BCM,LRBC,46.521938,26.910271,RO,607
"Bacolod City Silay International Airport",BCD,RPVB,10.776905,123.018394,PH,25
"Badajoz Airport",BJZ,LEBZ,38.891251,-6.82133,ES,609
"Badin Talhar Airport",BDN,OPTH,24.841511,68.838402,PK,28
"Badu Island Airport",BDD,YBAU,-10.15,142.173401,AU,14
"Bafoussam Airport",BFX,FKKU,5.536919,10.35458,CM,4347
"Bage Comandante Gustavo Kraemer Airport",BGX,SBBG,-31.390499,-54.112202,BR,600
"Baghdad International Airport",BGW,ORBI,33.262501,44.234444,IQ,114
"Baglung Airport",BGL,VNBL,28.212799,83.666298,NP,3320
"Baguio Loakan Airport",BAG,RPUB,16.375099,120.619598,PH,4251
"Bahawalpur Airport",BHV,OPBW,29.348057,71.717781,PK,392
"Bahia Blanca Comandante Espora Airport",BHI,SAZB,-38.724899,-62.1693,AR,246
"Bahia Solano Jose Celestino Mutis Airport",BSC,SKBS,6.202936,-77.394798,CO,80
"Bahir Dar Airport",BJR,HABD,11.60807,37.32164,ET,5976
"Bahrain International Airport",BAH,OBBI,26.27083,50.63361,BH,6
"Baia Mare Airport",BAY,LRBM,47.658379,23.47002,RO,605
"Baicheng Chang'an Airport",DBC,ZLGL,45.50528,123.019722,CN,463
"Baie Comeau Airport",YBC,CYBC,49.1325,-68.204399,CA,71
"Bainbridge Decatur County Airport",BGE,KBGE,30.972855,-84.635307,US,134
"Bairnsdale Airport",BSJ,YBNS,-37.887501,147.567993,AU,165
"Baise Bama Airport",AEB,ZGBS,23.719469,106.967773,CN,480
"Baishan Changbaishan Airport",NBS,ZYBS,42.088055,127.548889,CN,2883
"Bajawa Turelelo Soa Airport",BJW,WATB,-8.7125,121.0625,ID,4326
"Bakelalan Airport",BKM,WBGO,3.973691,115.617157,MY,3039
"Baker City Municipal Airport",BKE,KBKE,44.837299,-117.808998,US,3373
"Baker Lake Airport",YBK,CYBK,64.298882,-96.077698,CA,59
"Bakersfield Meadows Field Airport",BFL,KBFL,35.433861,-119.056999,US,510
"Baku Heydar Aliyev International Airport",GYD,UBBB,40.467499,50.046661,AZ,10
"Balboa Panama Pacifico International Airport",BLB,MPPA,8.914011,-79.598091,PA,33
"Balikpapan Sepinggan Airport",BPN,WALL,-1.26827,116.894402,ID,12
"Balkhash Airport",BXH,UAAH,46.893299,75.004997,KZ,1446
"Ballera Airport",BBL,YLLE,-27.408333,141.808334,AU,385
"Ballina Byron Gateway Airport",BNK,YBNA,-28.833799,153.5625,AU,7
"Balmaceda Airport",BBA,SCBA,-45.916,-71.6894,CL,1722
"Baltimore Martin State Airport",MTN,KMTN,39.321667,-76.411667,US,22
"Baltimore Washington International Airport",BWI,KBWI,39.175362,-76.668297,US,146
"Baltrum Airport",BMR,EDWZ,53.724724,7.373333,DE,7
"Bam Airport",BXR,OIKM,29.084208,58.449783,IR,3184
"Bamaga Northern Peninsula Airport",ABM,YNPE,-10.9508,142.459396,AU,34
"Bamako Senou International Airport",BKO,GABS,12.53354,-7.94994,ML,1247
"Bamberg Breitenau Airport",QCB,EDQA,49.921146,10.915216,DE,816
"Bamenda Airport",BPC,FKKV,6.039239,10.12263,CM,4065
"Ban Houeisay Airport",HOE,VLHS,20.260511,100.436783,LA,1380
"Banda Aceh International Airport",BTJ,WITT,5.523522,95.420372,ID,65
"Bandar Abbas International Airport",BND,OIKB,27.218309,56.37785,IR,22
"Bandar Lampung Radin Inten II Airport",TKG,WICT,-5.2425,105.178886,ID,282
"Bandar Lengeh Airport",BDH,OIBL,26.532,54.824841,IR,67
"Bandung Husein Sastranegara International Airport",BDO,WICC,-6.90062,107.576202,ID,2436
"Bangkok Don Mueang International Airport",DMK,VTBD,13.9125,100.606697,TH,9
"Bangkok Suvarnabhumi Airport",BKK,VTBS,13.6811,100.7472,TH,5
"Bangor International Airport",BGR,KBGR,44.807442,-68.828102,US,192
"Bangui Airport",BGF,FEFF,4.398475,18.51878,CF,1208
"Banja Luka International Airport",BNX,LQBK,44.941441,17.297501,BA,400
"Banjarmasin Syamsudin Noor Airport",BDJ,WAOO,-3.44235,114.762497,ID,66
"Banjul International Airport",BJL,GBYD,13.33796,-16.652201,GM,95
"Bankstown Airport",BWU,YSBK,-33.9244,150.988297,AU,29
"Baoshan Yunduan Airport",BSD,ZPBS,25.055182,99.16143,CN,5514
"Baotou Erliban Airport",BAV,ZBOW,40.55999,109.996902,CN,123
"Barahona Maria Montez International Airport",BRX,MDBH,18.251459,-71.120399,DO,10
"Barcaldine Airport",BCI,YBAR,-23.559168,145.301941,AU,878
"Barcelona El Prat Airport",BCN,LEBL,41.29707,2.078463,ES,12
"Barcelona Jose Antonio Anzoategui International Airport",BLA,SVBC,10.10713,-64.689102,VE,26
"Barcelos Airport",BAZ,SWBC,-0.98,-62.91,BR,112
"Bardstown Samuels Field Airport",BRY,KBRY,37.814301,-85.499603,US,669
"Bardufoss Airport",BDU,ENDU,69.055748,18.54035,NO,252
"Bareilly Airport",BEK,VIBY,28.422232,79.450691,IN,574
"Bari Karol Wojtyla Airport",BRI,LIBD,41.138851,16.76059,IT,177
"Barimunya Airport",BYP,YBRY,-22.673889,119.166115,AU,2091
"Barinas Airport",BNS,SVBI,8.619575,-70.220802,VE,666
"Bario Airport",BBN,WBGZ,3.736944,115.469398,MY,3450
"Barisal Airport",BZL,VGBR,22.798943,90.301445,BD,20
"Barnaul Airport",BAX,UNBB,53.36377,83.538528,RU,838
"Barquisimeto Jacinto Lara International Airport",BRM,SVBM,10.04274,-69.358597,VE,2042
"Barra Airport",BRR,EGPR,57.016998,-7.433,GB,5
"Barra do Garcas Airport",BPG,SBBW,-15.8613,-52.388802,BR,1147
"Barrancabermeja Yariguies Airport",EJA,SKEJ,7.024331,-73.806801,CO,412
"Barranquilla Ernesto Cortissoz International Airport",BAQ,SKBQ,10.88946,-74.780602,CO,98
